case_id,date,complaint_type,building_age,borough,days_since_last_service,time_of_day,season,status
2367,2025-04-21 12:00:54.609341,Gas Smell,63,Brooklyn,7,Afternoon,Fall,Needs Repair
2368,2024-11-29 12:00:54.609344,No Hot Water,50,Staten Island,345,Evening,Summer,Found Okay
2369,2025-07-19 12:00:54.609347,No Heat,23,Bronx,120,Afternoon,Fall,Needs Repair
2370,2024-12-04 12:00:54.609351,No Hot Water,76,Staten Island,164,Morning,Summer,Found Okay
2371,2025-06-12 12:00:54.609354,No Heat,42,Staten Island,237,Afternoon,Summer,Found Okay
2372,2025-06-19 12:00:54.609357,No Hot Water,43,Bronx,191,Night,Fall,Found Okay
2373,2025-02-15 12:00:54.609360,No Heat,53,Manhattan,236,Evening,Spring,Found Okay
2374,2025-05-10 12:00:54.609364,No Hot Water,59,Brooklyn,258,Night,Winter,Found Okay
2375,2024-10-13 12:00:54.609367,No Heat,79,Queens,160,Night,Summer,Needs Repair
2376,2025-02-23 12:00:54.609370,Power Out,25,Manhattan,81,Evening,Fall,Found Okay
2377,2024-12-27 12:00:54.609373,Power Out,62,Queens,50,Evening,Fall,Found Okay
2378,2025-02-23 12:00:54.609377,No Heat,61,Bronx,419,Evening,Summer,Found Okay
2379,2025-03-19 12:00:54.609380,No Hot Water,47,Brooklyn,630,Night,Fall,Found Okay
2380,2025-05-25 12:00:54.609383,No Heat,61,Manhattan,79,Morning,Winter,Needs Repair
2381,2024-08-29 12:00:54.609387,Gas Smell,64,Bronx,21,Night,Spring,Needs Repair
2382,2025-07-24 12:00:54.609390,No Heat,29,Manhattan,45,Morning,Summer,Found Okay
2383,2025-07-17 12:00:54.609393,No Hot Water,76,Staten Island,199,Afternoon,Fall,Found Okay
2384,2025-05-19 12:00:54.609396,No Hot Water,26,Brooklyn,34,Evening,Fall,Needs Repair
2385,2025-02-18 12:00:54.609400,Meter Issue,32,Brooklyn,272,Night,Fall,Found Okay
2386,2025-05-26 12:00:54.609403,No Hot Water,46,Bronx,461,Morning,Spring,Needs Repair
2387,2024-08-18 12:00:54.609406,Gas Smell,78,Bronx,596,Morning,Fall,Needs Repair
2388,2025-03-23 12:00:54.609410,No Hot Water,45,Bronx,1,Morning,Summer,Found Okay
2389,2025-01-06 12:00:54.609413,Meter Issue,49,Brooklyn,571,Evening,Spring,Needs Repair
2390,2024-10-28 12:00:54.609416,Power Out,71,Staten Island,242,Morning,Spring,Found Okay
2391,2024-11-17 12:00:54.609420,No Heat,45,Brooklyn,15,Evening,Summer,Found Okay
2392,2024-11-07 12:00:54.609423,Power Out,32,Bronx,96,Night,Fall,Found Okay
2393,2025-07-06 12:00:54.609426,No Hot Water,43,Queens,216,Morning,Summer,Found Okay
2394,2024-10-23 12:00:54.609430,Power Out,70,Staten Island,565,Morning,Spring,Found Okay
2395,2024-11-20 12:00:54.609433,Power Out,51,Brooklyn,32,Evening,Fall,Found Okay
2396,2024-09-24 12:00:54.609436,No Heat,78,Queens,24,Evening,Summer,Found Okay
2397,2024-10-15 12:00:54.609440,Power Out,61,Staten Island,115,Night,Winter,Needs Repair
2398,2025-02-17 12:00:54.609443,No Heat,40,Brooklyn,620,Evening,Spring,Found Okay
2399,2025-04-27 12:00:54.609446,No Heat,50,Bronx,639,Night,Fall,Found Okay
2400,2024-11-03 12:00:54.609450,No Heat,37,Brooklyn,46,Night,Winter,Found Okay
2401,2024-09-13 12:00:54.609453,Power Out,39,Staten Island,69,Morning,Summer,Found Okay
2402,2025-04-12 12:00:54.609456,No Heat,117,Bronx,429,Afternoon,Fall,Found Okay
2403,2024-08-29 12:00:54.609459,No Heat,65,Manhattan,238,Afternoon,Fall,Found Okay
2404,2024-09-24 12:00:54.609463,Power Out,62,Queens,645,Evening,Winter,Found Okay
2405,2024-12-05 12:00:54.609466,No Heat,40,Bronx,402,Evening,Winter,Found Okay
2406,2025-07-06 12:00:54.609469,No Heat,73,Bronx,43,Afternoon,Spring,Found Okay
2407,2025-03-12 12:00:54.609473,No Heat,66,Staten Island,256,Night,Winter,Needs Repair
2408,2025-04-05 12:00:54.609476,No Hot Water,78,Staten Island,8,Afternoon,Fall,Found Okay
2409,2025-07-06 12:00:54.609479,No Hot Water,77,Queens,306,Night,Fall,Needs Repair
2410,2025-05-13 12:00:54.609483,No Heat,27,Staten Island,165,Night,Summer,Found Okay
2411,2025-05-24 12:00:54.609486,Meter Issue,33,Bronx,562,Evening,Spring,Found Okay
2412,2025-02-08 12:00:54.609489,Power Out,34,Queens,579,Evening,Summer,Found Okay
2413,2025-07-19 12:00:54.609492,No Hot Water,35,Queens,9,Evening,Fall,Found Okay
2414,2024-10-16 12:00:54.609495,No Hot Water,54,Brooklyn,31,Afternoon,Summer,Needs Repair
2415,2025-03-25 12:00:54.609499,No Hot Water,41,Bronx,119,Afternoon,Winter,Found Okay
2416,2025-04-26 12:00:54.609502,Gas Smell,81,Bronx,380,Afternoon,Summer,Needs Repair
2417,2025-04-30 12:00:54.609505,No Heat,78,Staten Island,303,Night,Fall,Found Okay
2418,2025-03-12 12:00:54.609509,No Heat,49,Bronx,600,Evening,Winter,Needs Repair
2419,2025-06-30 12:00:54.609512,Meter Issue,79,Staten Island,173,Morning,Fall,Found Okay
2420,2024-08-31 12:00:54.609515,No Heat,72,Bronx,53,Afternoon,Spring,Found Okay
2421,2025-07-11 12:00:54.609518,No Hot Water,43,Brooklyn,4,Morning,Spring,Found Okay
2422,2025-03-07 12:00:54.609522,Meter Issue,19,Bronx,45,Morning,Winter,Found Okay
2423,2024-09-18 12:00:54.609525,Power Out,46,Brooklyn,202,Afternoon,Spring,Found Okay
2424,2025-02-21 12:00:54.609528,No Hot Water,40,Bronx,469,Afternoon,Spring,Found Okay
2425,2024-08-16 12:00:54.609531,Power Out,53,Bronx,69,Afternoon,Spring,Found Okay
2426,2025-06-18 12:00:54.609535,No Heat,51,Manhattan,375,Evening,Spring,Found Okay
2427,2024-11-19 12:00:54.609538,Power Out,50,Bronx,90,Morning,Fall,Found Okay
2428,2025-03-23 12:00:54.609541,No Hot Water,57,Brooklyn,66,Night,Winter,Found Okay
2429,2025-06-01 12:00:54.609544,Power Out,31,Queens,127,Morning,Winter,Found Okay
2430,2025-03-02 12:00:54.609548,Meter Issue,56,Brooklyn,105,Night,Fall,Found Okay
2431,2024-10-17 12:00:54.609551,Meter Issue,43,Bronx,441,Morning,Summer,Needs Repair
2432,2025-07-26 12:00:54.609554,Meter Issue,52,Staten Island,113,Morning,Summer,Found Okay
2433,2024-11-07 12:00:54.609557,No Hot Water,64,Manhattan,58,Evening,Spring,Found Okay
2434,2024-08-20 12:00:54.609561,No Hot Water,31,Staten Island,332,Night,Winter,Found Okay
2435,2025-03-23 12:00:54.609564,No Hot Water,45,Manhattan,1203,Afternoon,Winter,Found Okay
2436,2024-11-06 12:00:54.609567,Power Out,48,Manhattan,188,Afternoon,Winter,Found Okay
2437,2025-02-03 12:00:54.609571,Meter Issue,42,Staten Island,51,Evening,Summer,Needs Repair
2438,2024-11-20 12:00:54.609574,No Heat,63,Bronx,49,Afternoon,Spring,Found Okay
2439,2025-06-05 12:00:54.609577,Meter Issue,39,Brooklyn,10,Morning,Winter,Found Okay
2440,2025-05-09 12:00:54.609581,Power Out,41,Staten Island,14,Evening,Summer,Found Okay
2441,2025-04-23 12:00:54.609584,Meter Issue,39,Queens,443,Night,Fall,Found Okay
2442,2025-03-04 12:00:54.609587,Meter Issue,66,Manhattan,18,Evening,Winter,Found Okay
2443,2024-09-05 12:00:54.609590,No Heat,42,Brooklyn,119,Morning,Fall,Found Okay
2444,2025-02-25 12:00:54.609594,No Heat,56,Queens,215,Evening,Winter,Needs Repair
2445,2025-01-22 12:00:54.609597,No Heat,79,Brooklyn,341,Morning,Summer,Found Okay
2446,2024-11-10 12:00:54.609600,No Heat,48,Bronx,33,Evening,Summer,Found Okay
2447,2025-05-12 12:00:54.609603,Gas Smell,66,Queens,103,Night,Winter,Needs Repair
2448,2024-11-21 12:00:54.609607,Power Out,75,Staten Island,52,Night,Spring,Found Okay
2449,2025-04-25 12:00:54.609610,Meter Issue,65,Brooklyn,53,Afternoon,Spring,Found Okay
2450,2024-11-13 12:00:54.609613,Gas Smell,49,Staten Island,65,Morning,Summer,Needs Repair
2451,2024-11-13 12:00:54.609616,No Heat,59,Staten Island,159,Afternoon,Fall,Found Okay
2452,2025-04-19 12:00:54.609620,No Heat,30,Brooklyn,3,Evening,Fall,Needs Repair
2453,2025-06-21 12:00:54.609623,No Heat,38,Brooklyn,94,Evening,Winter,Found Okay
2454,2024-10-31 12:00:54.609626,No Hot Water,40,Manhattan,37,Evening,Fall,Found Okay
2455,2025-04-21 12:00:54.609629,No Hot Water,83,Manhattan,614,Evening,Fall,Found Okay
2456,2024-08-06 12:00:54.609633,No Heat,37,Queens,157,Night,Fall,Found Okay
2457,2024-09-26 12:00:54.609636,No Hot Water,37,Queens,364,Evening,Summer,Needs Repair
2458,2024-12-22 12:00:54.609639,No Heat,34,Queens,39,Night,Winter,Found Okay
2459,2024-09-26 12:00:54.609643,Gas Smell,58,Manhattan,298,Afternoon,Winter,Needs Repair
2460,2025-03-29 12:00:54.609646,No Hot Water,52,Staten Island,96,Night,Winter,Found Okay
2461,2024-12-12 12:00:54.609649,No Hot Water,66,Bronx,35,Night,Summer,Found Okay
2462,2025-02-03 12:00:54.609652,No Hot Water,60,Bronx,257,Morning,Summer,Found Okay
2463,2025-05-29 12:00:54.609656,Meter Issue,29,Brooklyn,258,Evening,Summer,Found Okay
2464,2025-04-06 12:00:54.609659,No Heat,37,Manhattan,988,Evening,Summer,Found Okay
2465,2025-01-21 12:00:54.609662,No Hot Water,70,Brooklyn,273,Evening,Spring,Found Okay
2466,2025-05-30 12:00:54.609665,Power Out,46,Bronx,28,Afternoon,Fall,Found Okay
2467,2024-11-17 12:00:54.609668,Gas Smell,67,Brooklyn,70,Evening,Winter,Needs Repair
2468,2025-07-24 12:00:54.609672,Meter Issue,47,Manhattan,108,Evening,Summer,Found Okay
2469,2025-02-26 12:00:54.609675,No Hot Water,35,Manhattan,24,Evening,Winter,Found Okay
2470,2025-04-30 12:00:54.609678,No Hot Water,45,Manhattan,279,Morning,Spring,Found Okay
2471,2025-07-17 12:00:54.609681,No Heat,35,Bronx,134,Night,Summer,Found Okay
2472,2024-12-14 12:00:54.609685,Gas Smell,41,Manhattan,520,Morning,Spring,Needs Repair
2473,2025-05-06 12:00:54.609688,No Heat,53,Queens,160,Evening,Summer,Found Okay
2474,2025-03-20 12:00:54.609691,No Heat,57,Queens,133,Night,Winter,Found Okay
2475,2025-01-29 12:00:54.609694,No Hot Water,26,Manhattan,13,Morning,Fall,Found Okay
2476,2025-05-30 12:00:54.609698,No Hot Water,49,Queens,29,Evening,Spring,Found Okay
2477,2024-12-24 12:00:54.609701,No Heat,41,Manhattan,340,Evening,Fall,Needs Repair
2478,2024-11-27 12:00:54.609704,Power Out,40,Bronx,841,Morning,Spring,Found Okay
2479,2024-12-13 12:00:54.609708,Gas Smell,51,Queens,96,Night,Summer,Needs Repair
2480,2025-05-13 12:00:54.609711,No Heat,41,Bronx,299,Night,Fall,Found Okay
2481,2025-03-04 12:00:54.609714,No Hot Water,70,Queens,177,Morning,Winter,Found Okay
2482,2025-03-15 12:00:54.609717,Power Out,67,Staten Island,575,Evening,Winter,Found Okay
2483,2024-09-20 12:00:54.609720,No Hot Water,67,Staten Island,48,Night,Fall,Needs Repair
2484,2025-05-27 12:00:54.609724,No Hot Water,42,Bronx,141,Morning,Winter,Found Okay
2485,2025-07-18 12:00:54.609727,No Hot Water,35,Queens,94,Morning,Winter,Found Okay
2486,2024-12-30 12:00:54.609730,Gas Smell,51,Staten Island,140,Morning,Summer,Needs Repair
2487,2024-12-01 12:00:54.609733,Meter Issue,47,Manhattan,56,Night,Fall,Needs Repair
2488,2024-12-30 12:00:54.609737,Power Out,40,Brooklyn,123,Afternoon,Fall,Found Okay
2489,2025-01-31 12:00:54.609740,No Heat,32,Staten Island,176,Afternoon,Spring,Found Okay
2490,2024-08-27 12:00:54.609743,No Hot Water,49,Staten Island,15,Afternoon,Summer,Found Okay
2491,2025-02-08 12:00:54.609747,Meter Issue,43,Manhattan,244,Afternoon,Winter,Found Okay
2492,2025-02-21 12:00:54.609750,No Heat,60,Staten Island,220,Afternoon,Spring,Needs Repair
2493,2025-02-17 12:00:54.609753,Meter Issue,59,Staten Island,382,Evening,Fall,Found Okay
2494,2025-01-24 12:00:54.609756,Meter Issue,66,Staten Island,99,Morning,Spring,Found Okay
2495,2025-01-21 12:00:54.609760,No Heat,31,Queens,11,Afternoon,Fall,Found Okay
2496,2024-09-26 12:00:54.609763,Meter Issue,56,Staten Island,111,Night,Winter,Found Okay
2497,2024-11-17 12:00:54.609766,No Hot Water,39,Brooklyn,26,Morning,Summer,Found Okay
2498,2025-01-29 12:00:54.609770,Power Out,31,Queens,187,Night,Summer,Found Okay
2499,2025-04-05 12:00:54.609773,No Hot Water,43,Queens,8,Night,Winter,Needs Repair
2500,2024-10-22 12:00:54.609776,No Hot Water,66,Bronx,84,Night,Spring,Found Okay
2501,2025-01-16 12:00:54.609779,Gas Smell,44,Staten Island,15,Evening,Spring,Needs Repair
2502,2025-06-27 12:00:54.609783,Power Out,73,Brooklyn,0,Night,Summer,Found Okay
2503,2025-06-09 12:00:54.609786,No Heat,58,Brooklyn,581,Morning,Spring,Found Okay
2504,2025-04-10 12:00:54.609789,Gas Smell,44,Bronx,999,Morning,Winter,Needs Repair
2505,2024-11-21 12:00:54.609792,No Heat,67,Brooklyn,145,Evening,Fall,Found Okay
2506,2025-05-10 12:00:54.609796,No Hot Water,56,Queens,49,Evening,Spring,Found Okay
2507,2024-12-11 12:00:54.609799,No Hot Water,36,Manhattan,435,Morning,Summer,Found Okay
2508,2024-12-16 12:00:54.609802,No Hot Water,77,Queens,461,Morning,Summer,Found Okay
2509,2024-12-10 12:00:54.609805,No Hot Water,53,Manhattan,346,Night,Winter,Found Okay
2510,2024-12-22 12:00:54.609809,No Heat,50,Brooklyn,141,Night,Summer,Found Okay
2511,2025-06-19 12:00:54.609812,No Heat,37,Staten Island,13,Evening,Winter,Found Okay
2512,2025-07-10 12:00:54.609815,No Heat,67,Manhattan,16,Afternoon,Spring,Found Okay
2513,2025-06-19 12:00:54.609818,No Hot Water,57,Queens,408,Night,Spring,Found Okay
2514,2025-04-09 12:00:54.609821,Meter Issue,59,Queens,375,Night,Spring,Found Okay
2515,2025-04-17 12:00:54.609824,No Heat,42,Queens,102,Afternoon,Winter,Needs Repair
2516,2025-01-20 12:00:54.609828,Meter Issue,62,Queens,71,Night,Summer,Found Okay
2517,2025-07-14 12:00:54.609831,Power Out,63,Bronx,185,Afternoon,Winter,Needs Repair
2518,2025-04-02 12:00:54.609834,Gas Smell,39,Brooklyn,296,Afternoon,Spring,Needs Repair
2519,2025-03-24 12:00:54.609837,Gas Smell,28,Staten Island,236,Morning,Spring,Needs Repair
2520,2025-03-23 12:00:54.609840,Power Out,58,Bronx,172,Afternoon,Spring,Found Okay
2521,2025-06-01 12:00:54.609844,No Heat,26,Brooklyn,47,Afternoon,Spring,Found Okay
2522,2025-06-13 12:00:54.609847,No Hot Water,52,Manhattan,54,Evening,Spring,Found Okay
2523,2025-07-02 12:00:54.609850,Power Out,43,Bronx,231,Evening,Winter,Found Okay
2524,2025-04-25 12:00:54.609853,Gas Smell,68,Bronx,292,Evening,Spring,Needs Repair
2525,2025-07-21 12:00:54.609857,Power Out,44,Bronx,22,Night,Winter,Needs Repair
2526,2024-12-01 12:00:54.609860,No Heat,66,Bronx,37,Evening,Winter,Needs Repair
2527,2024-09-20 12:00:54.609863,Power Out,42,Manhattan,205,Morning,Spring,Found Okay
2528,2024-12-11 12:00:54.609866,No Hot Water,64,Queens,88,Morning,Spring,Found Okay
2529,2024-10-27 12:00:54.609870,No Hot Water,80,Bronx,149,Morning,Fall,Found Okay
2530,2024-10-20 12:00:54.609873,No Hot Water,33,Brooklyn,171,Night,Spring,Found Okay
2531,2025-01-09 12:00:54.609876,Gas Smell,54,Queens,269,Afternoon,Winter,Needs Repair
2532,2024-11-26 12:00:54.609879,Meter Issue,91,Manhattan,294,Afternoon,Summer,Found Okay
2533,2024-10-14 12:00:54.609883,No Hot Water,50,Staten Island,59,Morning,Winter,Found Okay
2534,2024-11-09 12:00:54.609886,Power Out,50,Manhattan,140,Afternoon,Spring,Found Okay
2535,2024-12-29 12:00:54.609889,No Hot Water,61,Staten Island,23,Afternoon,Winter,Found Okay
2536,2025-01-12 12:00:54.609892,No Heat,50,Brooklyn,332,Afternoon,Summer,Found Okay
2537,2025-05-13 12:00:54.609896,No Heat,24,Staten Island,336,Night,Summer,Needs Repair
2538,2024-08-22 12:00:54.609901,No Heat,66,Bronx,64,Afternoon,Summer,Needs Repair
2539,2024-08-21 12:00:54.609905,No Hot Water,19,Queens,31,Afternoon,Winter,Found Okay
2540,2025-02-08 12:00:54.609909,No Hot Water,43,Queens,13,Night,Summer,Found Okay
2541,2025-05-23 12:00:54.609912,Power Out,68,Bronx,154,Evening,Summer,Found Okay
2542,2025-05-05 12:00:54.609915,Power Out,44,Queens,17,Morning,Winter,Found Okay
2543,2025-04-21 12:00:54.609918,No Heat,39,Manhattan,205,Night,Spring,Found Okay
2544,2025-07-23 12:00:54.609922,No Heat,63,Bronx,204,Night,Summer,Found Okay
2545,2024-09-01 12:00:54.609925,No Heat,37,Bronx,171,Morning,Fall,Found Okay
2546,2025-01-12 12:00:54.609928,No Hot Water,31,Queens,376,Afternoon,Fall,Found Okay
2547,2025-05-05 12:00:54.609931,No Heat,54,Staten Island,85,Afternoon,Winter,Needs Repair
2548,2025-06-18 12:00:54.609935,No Heat,47,Brooklyn,418,Night,Summer,Found Okay
2549,2025-04-13 12:00:54.609938,Meter Issue,31,Staten Island,6,Evening,Winter,Found Okay
2550,2025-03-01 12:00:54.609941,Power Out,59,Manhattan,21,Morning,Spring,Found Okay
2551,2025-07-14 12:00:54.609944,No Heat,56,Bronx,95,Evening,Winter,Needs Repair
2552,2025-03-20 12:00:54.609948,No Hot Water,44,Bronx,162,Night,Winter,Needs Repair
2553,2025-03-05 12:00:54.609951,No Hot Water,45,Manhattan,5,Evening,Fall,Found Okay
2554,2024-10-27 12:00:54.609954,Power Out,57,Brooklyn,150,Night,Summer,Found Okay
2555,2024-12-11 12:00:54.609957,No Hot Water,67,Bronx,66,Morning,Winter,Found Okay
2556,2024-09-20 12:00:54.609961,No Heat,45,Staten Island,392,Evening,Fall,Found Okay
2557,2024-12-15 12:00:54.609964,Power Out,59,Manhattan,137,Evening,Spring,Found Okay
2558,2025-03-14 12:00:54.609967,No Hot Water,58,Bronx,159,Morning,Winter,Found Okay
2559,2025-01-01 12:00:54.609970,No Heat,63,Staten Island,524,Morning,Winter,Needs Repair
2560,2025-07-03 12:00:54.609974,No Hot Water,50,Manhattan,260,Night,Winter,Found Okay
2561,2025-06-10 12:00:54.609977,No Hot Water,36,Manhattan,103,Night,Spring,Found Okay
2562,2024-11-12 12:00:54.609980,No Hot Water,43,Manhattan,116,Night,Fall,Found Okay
2563,2024-11-12 12:00:54.609984,No Heat,55,Brooklyn,187,Night,Spring,Needs Repair
2564,2024-08-15 12:00:54.609987,No Hot Water,77,Manhattan,40,Night,Winter,Needs Repair
2565,2024-08-13 12:00:54.609991,No Heat,42,Queens,16,Morning,Fall,Found Okay
2566,2025-07-23 12:00:54.609994,Power Out,62,Queens,67,Evening,Winter,Found Okay
2567,2024-09-14 12:00:54.609997,No Heat,45,Manhattan,271,Afternoon,Fall,Found Okay
2568,2025-03-15 12:00:54.610001,No Heat,51,Bronx,53,Afternoon,Winter,Needs Repair
2569,2025-06-23 12:00:54.610004,Power Out,72,Queens,25,Night,Fall,Found Okay
2570,2025-04-11 12:00:54.610007,Power Out,61,Staten Island,44,Afternoon,Summer,Found Okay
2571,2024-12-23 12:00:54.610010,Power Out,31,Staten Island,204,Evening,Spring,Found Okay
2572,2024-08-28 12:00:54.610014,No Hot Water,41,Bronx,171,Evening,Winter,Found Okay
2573,2024-12-20 12:00:54.610017,No Heat,68,Staten Island,209,Night,Fall,Found Okay
2574,2025-03-17 12:00:54.610020,Power Out,52,Bronx,69,Afternoon,Winter,Found Okay
2575,2024-11-17 12:00:54.610024,Power Out,32,Staten Island,416,Morning,Fall,Found Okay
2576,2024-08-05 12:00:54.610027,No Heat,37,Manhattan,108,Morning,Spring,Found Okay
2577,2024-09-05 12:00:54.610030,Meter Issue,60,Staten Island,129,Night,Summer,Found Okay
2578,2025-06-12 12:00:54.610033,No Heat,64,Manhattan,534,Evening,Winter,Needs Repair
2579,2024-10-12 12:00:54.610037,Meter Issue,50,Staten Island,697,Afternoon,Fall,Needs Repair
2580,2024-09-10 12:00:54.610040,Meter Issue,87,Staten Island,195,Evening,Spring,Found Okay
2581,2025-05-14 12:00:54.610044,Power Out,62,Staten Island,521,Night,Summer,Found Okay
2582,2025-04-17 12:00:54.610047,Meter Issue,46,Manhattan,140,Evening,Spring,Found Okay
2583,2025-02-12 12:00:54.610050,Power Out,37,Staten Island,66,Afternoon,Spring,Found Okay
2584,2024-12-26 12:00:54.610054,No Heat,35,Staten Island,68,Evening,Winter,Found Okay
2585,2025-04-03 12:00:54.610057,No Hot Water,55,Brooklyn,147,Night,Spring,Found Okay
2586,2025-01-22 12:00:54.610060,No Heat,42,Manhattan,167,Morning,Winter,Needs Repair
2587,2024-11-18 12:00:54.610063,No Hot Water,75,Queens,104,Morning,Summer,Found Okay
2588,2024-11-07 12:00:54.610066,Power Out,71,Bronx,387,Afternoon,Winter,Found Okay
2589,2025-03-04 12:00:54.610070,No Hot Water,59,Brooklyn,100,Night,Spring,Needs Repair
2590,2025-02-17 12:00:54.610073,No Hot Water,32,Staten Island,57,Night,Spring,Found Okay
2591,2025-03-13 12:00:54.610076,Gas Smell,39,Queens,1,Evening,Fall,Found Okay
2592,2024-08-18 12:00:54.610079,Meter Issue,68,Queens,634,Morning,Spring,Found Okay
2593,2024-11-15 12:00:54.610083,No Heat,41,Staten Island,313,Afternoon,Winter,Found Okay
2594,2024-11-04 12:00:54.610086,No Hot Water,66,Staten Island,172,Afternoon,Summer,Found Okay
2595,2025-01-31 12:00:54.610089,No Heat,57,Brooklyn,319,Afternoon,Fall,Found Okay
2596,2025-02-21 12:00:54.610093,Power Out,50,Manhattan,299,Evening,Summer,Found Okay
2597,2024-08-14 12:00:54.610096,No Heat,39,Brooklyn,483,Night,Spring,Found Okay
2598,2024-10-16 12:00:54.610099,Power Out,48,Manhattan,87,Afternoon,Fall,Found Okay
2599,2024-10-16 12:00:54.610103,No Heat,52,Queens,145,Evening,Winter,Needs Repair
2600,2024-12-17 12:00:54.610106,No Heat,65,Bronx,18,Afternoon,Spring,Found Okay
2601,2025-07-20 12:00:54.610109,Meter Issue,36,Staten Island,605,Evening,Winter,Found Okay
2602,2025-07-21 12:00:54.610112,No Heat,46,Brooklyn,757,Morning,Summer,Found Okay
2603,2024-11-02 12:00:54.610115,No Hot Water,50,Queens,280,Evening,Fall,Found Okay
2604,2024-10-31 12:00:54.610119,No Heat,59,Brooklyn,108,Night,Winter,Needs Repair
2605,2025-01-29 12:00:54.610122,No Hot Water,36,Manhattan,123,Morning,Winter,Found Okay
2606,2025-02-28 12:00:54.610125,No Hot Water,30,Staten Island,102,Morning,Spring,Found Okay
2607,2024-09-19 12:00:54.610129,No Hot Water,60,Manhattan,62,Afternoon,Winter,Found Okay
2608,2024-08-31 12:00:54.610132,No Heat,27,Manhattan,135,Morning,Fall,Found Okay
2609,2025-03-29 12:00:54.610136,No Hot Water,69,Manhattan,9,Evening,Summer,Found Okay
2610,2025-04-08 12:00:54.610139,Power Out,47,Queens,866,Night,Summer,Found Okay
2611,2024-10-26 12:00:54.610142,Power Out,26,Staten Island,99,Morning,Fall,Found Okay
2612,2024-12-30 12:00:54.610146,No Hot Water,42,Bronx,472,Night,Fall,Found Okay
2613,2025-02-09 12:00:54.610149,Gas Smell,55,Brooklyn,231,Evening,Summer,Needs Repair
2614,2024-10-16 12:00:54.610152,No Heat,42,Manhattan,61,Evening,Spring,Found Okay
2615,2025-02-07 12:00:54.610156,No Heat,50,Staten Island,45,Night,Winter,Found Okay
2616,2025-04-09 12:00:54.610159,No Heat,61,Brooklyn,979,Evening,Winter,Needs Repair
2617,2025-03-31 12:00:54.610162,No Heat,46,Staten Island,266,Night,Spring,Found Okay
